dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1828-09-01,14.332,1.6840000000000002,Ürümqi,China,44.20N,87.20E
1828-10-01,6.659,1.9709999999999999,Ürümqi,China,44.20N,87.20E
1828-11-01,-2.966,2.3819999999999997,Ürümqi,China,44.20N,87.20E
1828-12-01,-11.825,2.67,Ürümqi,China,44.20N,87.20E
1829-01-01,-16.201,2.432,Ürümqi,China,44.20N,87.20E
1829-02-01,-13.579999999999998,3.179,Ürümqi,China,44.20N,87.20E
1829-03-01,-2.267,2.495,Ürümqi,China,44.20N,87.20E
1829-04-01,8.191,2.115,Ürümqi,China,44.20N,87.20E
1829-05-01,16.794999999999998,2.438,Ürümqi,China,44.20N,87.20E
1829-06-01,20.863000000000003,2.175,Ürümqi,China,44.20N,87.20E
1829-07-01,23.691,1.945,Ürümqi,China,44.20N,87.20E
1829-08-01,21.518,1.7930000000000001,Ürümqi,China,44.20N,87.20E
1829-09-01,14.564,1.745,Ürümqi,China,44.20N,87.20E
1829-10-01,6.659,2.2769999999999997,Ürümqi,China,44.20N,87.20E
1829-11-01,-3.4730000000000003,2.392,Ürümqi,China,44.20N,87.20E
1829-12-01,-12.479,3.335,Ürümqi,China,44.20N,87.20E
1830-01-01,-14.614,2.737,Ürümqi,China,44.20N,87.20E
1830-02-01,-10.499,2.9789999999999996,Ürümqi,China,44.20N,87.20E
1830-03-01,-3.005,2.488,Ürümqi,China,44.20N,87.20E
1830-04-01,9.249,2.263,Ürümqi,China,44.20N,87.20E
1830-05-01,15.859000000000002,2.209,Ürümqi,China,44.20N,87.20E
1830-06-01,21.193,2.4019999999999997,Ürümqi,China,44.20N,87.20E
1830-07-01,24.851,2.2159999999999997,Ürümqi,China,44.20N,87.20E
1830-08-01,21.308000000000003,1.736,Ürümqi,China,44.20N,87.20E
1830-09-01,14.767000000000001,2.155,Ürümqi,China,44.20N,87.20E
1830-10-01,5.461,2.1959999999999997,Ürümqi,China,44.20N,87.20E
1830-11-01,-1.626,2.611,Ürümqi,China,44.20N,87.20E
1830-12-01,-10.748,2.957,Ürümqi,China,44.20N,87.20E
1831-01-01,-16.52,2.968,Ürümqi,China,44.20N,87.20E
1831-02-01,-15.015,3.077,Ürümqi,China,44.20N,87.20E
1831-03-01,-3.545,2.426,Ürümqi,China,44.20N,87.20E
1831-04-01,8.171000000000001,2.189,Ürümqi,China,44.20N,87.20E
1831-05-01,16.544999999999998,2.447,Ürümqi,China,44.20N,87.20E
1831-06-01,21.721999999999998,2.055,Ürümqi,China,44.20N,87.20E
1831-07-01,23.124000000000002,1.8459999999999999,Ürümqi,China,44.20N,87.20E
1831-08-01,20.883000000000003,1.739,Ürümqi,China,44.20N,87.20E
1831-09-01,13.963,1.806,Ürümqi,China,44.20N,87.20E
1831-10-01,5.11,2.496,Ürümqi,China,44.20N,87.20E
1831-11-01,-5.11,2.968,Ürümqi,China,44.20N,87.20E
1831-12-01,-13.155,3.265,Ürümqi,China,44.20N,87.20E
1832-01-01,-17.676,2.7239999999999998,Ürümqi,China,44.20N,87.20E
1832-02-01,-14.021999999999998,2.66,Ürümqi,China,44.20N,87.20E
1832-03-01,-2.718,2.543,Ürümqi,China,44.20N,87.20E
1832-04-01,8.622,2.867,Ürümqi,China,44.20N,87.20E
1832-05-01,16.136,2.141,Ürümqi,China,44.20N,87.20E
1832-06-01,21.239,2.011,Ürümqi,China,44.20N,87.20E
1832-07-01,24.155,2.735,Ürümqi,China,44.20N,87.20E
1832-08-01,20.99,2.002,Ürümqi,China,44.20N,87.20E
1832-09-01,14.598,2.0180000000000002,Ürümqi,China,44.20N,87.20E
1832-10-01,,,Ürümqi,China,44.20N,87.20E
1832-11-01,-4.300000000000002,2.351,Ürümqi,China,44.20N,87.20E
1832-12-01,-14.642000000000001,2.952,Ürümqi,China,44.20N,87.20E
1833-01-01,-16.215999999999998,2.5180000000000002,Ürümqi,China,44.20N,87.20E
1833-02-01,-13.173,2.333,Ürümqi,China,44.20N,87.20E
1833-03-01,-3.994,2.359,Ürümqi,China,44.20N,87.20E
1833-04-01,7.711,2.0709999999999997,Ürümqi,China,44.20N,87.20E
1833-05-01,16.439,1.849,Ürümqi,China,44.20N,87.20E
1833-06-01,20.761999999999997,1.594,Ürümqi,China,44.20N,87.20E
1833-07-01,23.680999999999997,2.171,Ürümqi,China,44.20N,87.20E
1833-08-01,21.474,1.6840000000000002,Ürümqi,China,44.20N,87.20E
1833-09-01,15.185,1.611,Ürümqi,China,44.20N,87.20E
1833-10-01,5.8740000000000006,1.882,Ürümqi,China,44.20N,87.20E
1833-11-01,-2.5410000000000004,2.6180000000000003,Ürümqi,China,44.20N,87.20E
1833-12-01,-12.432,2.9789999999999996,Ürümqi,China,44.20N,87.20E
1834-01-01,-19.169,2.7,Ürümqi,China,44.20N,87.20E
1834-02-01,-12.863,2.582,Ürümqi,China,44.20N,87.20E
1834-03-01,-0.72,2.2230000000000003,Ürümqi,China,44.20N,87.20E
1834-04-01,8.365,2.888,Ürümqi,China,44.20N,87.20E
1834-05-01,16.866,1.984,Ürümqi,China,44.20N,87.20E
1834-06-01,20.723000000000006,2.0669999999999997,Ürümqi,China,44.20N,87.20E
1834-07-01,23.831999999999997,1.64,Ürümqi,China,44.20N,87.20E
1834-08-01,21.125,1.6540000000000001,Ürümqi,China,44.20N,87.20E
1834-09-01,16.027,1.6969999999999998,Ürümqi,China,44.20N,87.20E
1834-10-01,6.38,1.8219999999999998,Ürümqi,China,44.20N,87.20E
1834-11-01,-1.6970000000000005,2.5,Ürümqi,China,44.20N,87.20E
1834-12-01,-11.434,2.42,Ürümqi,China,44.20N,87.20E
1835-01-01,-14.999,2.4530000000000003,Ürümqi,China,44.20N,87.20E
1835-02-01,-10.906,2.655,Ürümqi,China,44.20N,87.20E
1835-03-01,-3.7760000000000002,2.316,Ürümqi,China,44.20N,87.20E
1835-04-01,9.297,2.068,Ürümqi,China,44.20N,87.20E
1835-05-01,15.795,1.7990000000000002,Ürümqi,China,44.20N,87.20E
1835-06-01,19.602999999999998,1.686,Ürümqi,China,44.20N,87.20E
1835-07-01,22.109,1.6840000000000002,Ürümqi,China,44.20N,87.20E
1835-08-01,20.538,1.474,Ürümqi,China,44.20N,87.20E
1835-09-01,13.72,1.7369999999999999,Ürümqi,China,44.20N,87.20E
1835-10-01,4.85,2.0780000000000003,Ürümqi,China,44.20N,87.20E
1835-11-01,-4.681,2.355,Ürümqi,China,44.20N,87.20E
1835-12-01,-12.648,2.6719999999999997,Ürümqi,China,44.20N,87.20E
1836-01-01,-15.258,2.748,Ürümqi,China,44.20N,87.20E
1836-02-01,-13.032,2.445,Ürümqi,China,44.20N,87.20E
1836-03-01,-1.482,2.157,Ürümqi,China,44.20N,87.20E
1836-04-01,8.301,2.169,Ürümqi,China,44.20N,87.20E
1836-05-01,16.064,2.113,Ürümqi,China,44.20N,87.20E
1836-06-01,21.193,1.736,Ürümqi,China,44.20N,87.20E
1836-07-01,23.175,1.6969999999999998,Ürümqi,China,44.20N,87.20E
1836-08-01,21.736,2.0269999999999997,Ürümqi,China,44.20N,87.20E
1836-09-01,14.573,2.245,Ürümqi,China,44.20N,87.20E
1836-10-01,6.362,2.591,Ürümqi,China,44.20N,87.20E
1836-11-01,-6.247000000000001,2.4859999999999998,Ürümqi,China,44.20N,87.20E
1836-12-01,-11.620999999999999,2.6189999999999998,Ürümqi,China,44.20N,87.20E
1837-01-01,-16.25,2.491,Ürümqi,China,44.20N,87.20E
1837-02-01,-12.692,2.5669999999999997,Ürümqi,China,44.20N,87.20E
1837-03-01,-3.9360000000000004,2.403,Ürümqi,China,44.20N,87.20E
1837-04-01,6.432,2.231,Ürümqi,China,44.20N,87.20E
1837-05-01,16.340999999999998,2.434,Ürümqi,China,44.20N,87.20E
1837-06-01,20.581999999999997,1.876,Ürümqi,China,44.20N,87.20E
1837-07-01,24.04,1.8459999999999999,Ürümqi,China,44.20N,87.20E
1837-08-01,22.234,1.5730000000000002,Ürümqi,China,44.20N,87.20E
1837-09-01,15.072000000000001,1.629,Ürümqi,China,44.20N,87.20E
1837-10-01,5.933,1.65,Ürümqi,China,44.20N,87.20E
1837-11-01,-5.122000000000001,2.228,Ürümqi,China,44.20N,87.20E
1837-12-01,-11.79,2.546,Ürümqi,China,44.20N,87.20E
1838-01-01,-20.566999999999997,2.611,Ürümqi,China,44.20N,87.20E
1838-02-01,-13.154000000000002,2.36,Ürümqi,China,44.20N,87.20E
1838-03-01,-5.731,3.438,Ürümqi,China,44.20N,87.20E
1838-04-01,7.296000000000001,3.082,Ürümqi,China,44.20N,87.20E
1838-05-01,15.479000000000001,1.726,Ürümqi,China,44.20N,87.20E
1838-06-01,20.915,1.608,Ürümqi,China,44.20N,87.20E
1838-07-01,24.865,1.5130000000000001,Ürümqi,China,44.20N,87.20E
1838-08-01,21.755,2.237,Ürümqi,China,44.20N,87.20E
1838-09-01,13.699000000000002,3.319,Ürümqi,China,44.20N,87.20E
1838-10-01,7.051,1.5630000000000002,Ürümqi,China,44.20N,87.20E
1838-11-01,-3.665,2.07,Ürümqi,China,44.20N,87.20E
1838-12-01,-12.173,2.4219999999999997,Ürümqi,China,44.20N,87.20E
1839-01-01,-17.785999999999994,3.58,Ürümqi,China,44.20N,87.20E
1839-02-01,-11.028,2.474,Ürümqi,China,44.20N,87.20E
1839-03-01,-5.723,2.772,Ürümqi,China,44.20N,87.20E
1839-04-01,8.342,2.256,Ürümqi,China,44.20N,87.20E
1839-05-01,14.417,3.237,Ürümqi,China,44.20N,87.20E
1839-06-01,20.883000000000006,1.5830000000000002,Ürümqi,China,44.20N,87.20E
1839-07-01,24.17,1.61,Ürümqi,China,44.20N,87.20E
1839-08-01,21.305999999999997,2.931,Ürümqi,China,44.20N,87.20E
1839-09-01,15.529000000000002,1.485,Ürümqi,China,44.20N,87.20E
1839-10-01,4.886,3.202,Ürümqi,China,44.20N,87.20E
1839-11-01,-6.651,3.11,Ürümqi,China,44.20N,87.20E
1839-12-01,-16.224,4.082,Ürümqi,China,44.20N,87.20E
1840-01-01,-16.308999999999994,2.853,Ürümqi,China,44.20N,87.20E
1840-02-01,-13.268,2.487,Ürümqi,China,44.20N,87.20E
1840-03-01,-3.641,1.993,Ürümqi,China,44.20N,87.20E
1840-04-01,9.859,2.109,Ürümqi,China,44.20N,87.20E
1840-05-01,17.427,1.8330000000000002,Ürümqi,China,44.20N,87.20E
1840-06-01,21.342,1.839,Ürümqi,China,44.20N,87.20E
1840-07-01,24.164,1.507,Ürümqi,China,44.20N,87.20E
1840-08-01,22.494,1.9180000000000001,Ürümqi,China,44.20N,87.20E
1840-09-01,14.917,1.561,Ürümqi,China,44.20N,87.20E
1840-10-01,3.9,2.615,Ürümqi,China,44.20N,87.20E
1840-11-01,-6.936,3.695,Ürümqi,China,44.20N,87.20E
1840-12-01,-13.309,2.279,Ürümqi,China,44.20N,87.20E
1841-01-01,-18.734,2.7739999999999996,Ürümqi,China,44.20N,87.20E
1841-02-01,-10.948,4.087,Ürümqi,China,44.20N,87.20E
1841-03-01,-5.367999999999999,2.234,Ürümqi,China,44.20N,87.20E
1841-04-01,5.828000000000001,3.9560000000000004,Ürümqi,China,44.20N,87.20E
1841-05-01,16.492,1.63,Ürümqi,China,44.20N,87.20E
1841-06-01,20.342,1.7590000000000001,Ürümqi,China,44.20N,87.20E
1841-07-01,23.761999999999997,1.412,Ürümqi,China,44.20N,87.20E
1841-08-01,21.66,2.1830000000000003,Ürümqi,China,44.20N,87.20E
1841-09-01,15.129000000000001,1.335,Ürümqi,China,44.20N,87.20E
1841-10-01,6.876,1.635,Ürümqi,China,44.20N,87.20E
1841-11-01,-5.912999999999999,3.1069999999999998,Ürümqi,China,44.20N,87.20E
1841-12-01,-15.814,5.617999999999999,Ürümqi,China,44.20N,87.20E
1842-01-01,-15.864999999999998,3.426,Ürümqi,China,44.20N,87.20E
1842-02-01,-11.329999999999998,3.552,Ürümqi,China,44.20N,87.20E
1842-03-01,0.23,3.0980000000000003,Ürümqi,China,44.20N,87.20E
1842-04-01,11.225,3.438,Ürümqi,China,44.20N,87.20E
1842-05-01,16.503,1.5390000000000001,Ürümqi,China,44.20N,87.20E
1842-06-01,20.541999999999998,1.621,Ürümqi,China,44.20N,87.20E
1842-07-01,22.314,1.7990000000000002,Ürümqi,China,44.20N,87.20E
1842-08-01,21.115,2.2680000000000002,Ürümqi,China,44.20N,87.20E
1842-09-01,15.794,1.44,Ürümqi,China,44.20N,87.20E
1842-10-01,6.8130000000000015,1.7409999999999999,Ürümqi,China,44.20N,87.20E
1842-11-01,-4.288,2.127,Ürümqi,China,44.20N,87.20E
1842-12-01,-10.845,2.176,Ürümqi,China,44.20N,87.20E
1843-01-01,-15.32,2.0069999999999997,Ürümqi,China,44.20N,87.20E
1843-02-01,-10.51,2.1109999999999998,Ürümqi,China,44.20N,87.20E
1843-03-01,-1.9269999999999998,2.209,Ürümqi,China,44.20N,87.20E
1843-04-01,10.600999999999999,3.0810000000000004,Ürümqi,China,44.20N,87.20E
1843-05-01,16.311,1.6269999999999998,Ürümqi,China,44.20N,87.20E
1843-06-01,20.535999999999998,1.703,Ürümqi,China,44.20N,87.20E
1843-07-01,23.416999999999998,1.785,Ürümqi,China,44.20N,87.20E
1843-08-01,22.495,1.209,Ürümqi,China,44.20N,87.20E
1843-09-01,15.976,1.452,Ürümqi,China,44.20N,87.20E
1843-10-01,7.997000000000001,2.239,Ürümqi,China,44.20N,87.20E
1843-11-01,-4.757,2.986,Ürümqi,China,44.20N,87.20E
1843-12-01,-10.49,2.09,Ürümqi,China,44.20N,87.20E
1844-01-01,-14.765,2.8960000000000004,Ürümqi,China,44.20N,87.20E
1844-02-01,-13.557,2.026,Ürümqi,China,44.20N,87.20E
1844-03-01,-0.522,3.3789999999999996,Ürümqi,China,44.20N,87.20E
1844-04-01,8.095,1.88,Ürümqi,China,44.20N,87.20E
1844-05-01,14.912,2.266,Ürümqi,China,44.20N,87.20E
1844-06-01,21.26,1.4609999999999999,Ürümqi,China,44.20N,87.20E
1844-07-01,23.052,1.597,Ürümqi,China,44.20N,87.20E
1844-08-01,21.482,1.5,Ürümqi,China,44.20N,87.20E
1844-09-01,14.757,1.663,Ürümqi,China,44.20N,87.20E
1844-10-01,6.846,1.53,Ürümqi,China,44.20N,87.20E
1844-11-01,-3.693,2.135,Ürümqi,China,44.20N,87.20E
1844-12-01,-13.477,2.309,Ürümqi,China,44.20N,87.20E
1845-01-01,-15.037,2.7739999999999996,Ürümqi,China,44.20N,87.20E
1845-02-01,-14.462,2.161,Ürümqi,China,44.20N,87.20E
1845-03-01,-2.246,2.001,Ürümqi,China,44.20N,87.20E
1845-04-01,9.705,1.7930000000000001,Ürümqi,China,44.20N,87.20E
1845-05-01,17.035999999999998,1.7409999999999999,Ürümqi,China,44.20N,87.20E
1845-06-01,21.794,1.625,Ürümqi,China,44.20N,87.20E
1845-07-01,23.934,1.5419999999999998,Ürümqi,China,44.20N,87.20E
1845-08-01,21.978,1.5019999999999998,Ürümqi,China,44.20N,87.20E
1845-09-01,15.482000000000001,1.882,Ürümqi,China,44.20N,87.20E
1845-10-01,6.501,2.36,Ürümqi,China,44.20N,87.20E
1845-11-01,-4.68,2.396,Ürümqi,China,44.20N,87.20E
1845-12-01,-15.495999999999999,2.591,Ürümqi,China,44.20N,87.20E
1846-01-01,-17.898,6.269,Ürümqi,China,44.20N,87.20E
1846-02-01,-9.057,4.59,Ürümqi,China,44.20N,87.20E
1846-03-01,-0.6240000000000001,2.127,Ürümqi,China,44.20N,87.20E
1846-04-01,6.328000000000001,3.29,Ürümqi,China,44.20N,87.20E
1846-05-01,17.32,1.776,Ürümqi,China,44.20N,87.20E
1846-06-01,22.578000000000003,1.756,Ürümqi,China,44.20N,87.20E
1846-07-01,24.304000000000002,1.933,Ürümqi,China,44.20N,87.20E
1846-08-01,22.213,1.954,Ürümqi,China,44.20N,87.20E
1846-09-01,15.975,1.8940000000000001,Ürümqi,China,44.20N,87.20E
1846-10-01,4.663,3.0269999999999997,Ürümqi,China,44.20N,87.20E
1846-11-01,-3.915,1.8769999999999998,Ürümqi,China,44.20N,87.20E
1846-12-01,-10.087,3.492,Ürümqi,China,44.20N,87.20E
1847-01-01,-14.276,2.7889999999999997,Ürümqi,China,44.20N,87.20E
1847-02-01,-10.01,3.867,Ürümqi,China,44.20N,87.20E
1847-03-01,-3.0239999999999996,2.116,Ürümqi,China,44.20N,87.20E
1847-04-01,9.387,1.911,Ürümqi,China,44.20N,87.20E
1847-05-01,16.511,1.6340000000000001,Ürümqi,China,44.20N,87.20E
1847-06-01,20.578000000000003,1.544,Ürümqi,China,44.20N,87.20E
1847-07-01,23.275,2.171,Ürümqi,China,44.20N,87.20E
1847-08-01,21.506999999999998,1.501,Ürümqi,China,44.20N,87.20E
1847-09-01,14.309000000000001,2.549,Ürümqi,China,44.20N,87.20E
1847-10-01,6.582000000000001,1.5590000000000002,Ürümqi,China,44.20N,87.20E
1847-11-01,-2.8190000000000004,2.245,Ürümqi,China,44.20N,87.20E
1847-12-01,-15.142999999999999,2.625,Ürümqi,China,44.20N,87.20E
1848-01-01,-20.714000000000002,4.449,Ürümqi,China,44.20N,87.20E
1848-02-01,-12.514000000000001,3.2089999999999996,Ürümqi,China,44.20N,87.20E
1848-03-01,-3.662,2.605,Ürümqi,China,44.20N,87.20E
1848-04-01,8.151,2.036,Ürümqi,China,44.20N,87.20E
1848-05-01,15.578,2.059,Ürümqi,China,44.20N,87.20E
1848-06-01,21.34,1.735,Ürümqi,China,44.20N,87.20E
1848-07-01,24.291,1.439,Ürümqi,China,44.20N,87.20E
1848-08-01,22.499000000000002,1.6159999999999999,Ürümqi,China,44.20N,87.20E
1848-09-01,15.118,1.5119999999999998,Ürümqi,China,44.20N,87.20E
1848-10-01,6.2940000000000005,1.624,Ürümqi,China,44.20N,87.20E
1848-11-01,-4.096,1.7209999999999999,Ürümqi,China,44.20N,87.20E
1848-12-01,-11.663,2.515,Ürümqi,China,44.20N,87.20E
1849-01-01,-14.507,2.012,Ürümqi,China,44.20N,87.20E
1849-02-01,-13.404000000000002,3.0269999999999997,Ürümqi,China,44.20N,87.20E
1849-03-01,-0.6619999999999999,1.912,Ürümqi,China,44.20N,87.20E
1849-04-01,7.9860000000000015,1.964,Ürümqi,China,44.20N,87.20E
1849-05-01,15.098,2.016,Ürümqi,China,44.20N,87.20E
1849-06-01,21.063,2.081,Ürümqi,China,44.20N,87.20E
1849-07-01,23.211,1.98,Ürümqi,China,44.20N,87.20E
1849-08-01,22.191,1.301,Ürümqi,China,44.20N,87.20E
1849-09-01,14.915999999999999,1.4869999999999999,Ürümqi,China,44.20N,87.20E
1849-10-01,6.962999999999999,1.5419999999999998,Ürümqi,China,44.20N,87.20E
1849-11-01,-4.708,3.688,Ürümqi,China,44.20N,87.20E
1849-12-01,-13.456,2.171,Ürümqi,China,44.20N,87.20E
1850-01-01,-19.405,2.7969999999999997,Ürümqi,China,44.20N,87.20E
1850-02-01,-12.855,2.9760000000000004,Ürümqi,China,44.20N,87.20E
1850-03-01,-0.647,1.945,Ürümqi,China,44.20N,87.20E
1850-04-01,8.377,1.864,Ürümqi,China,44.20N,87.20E
1850-05-01,15.87,1.7269999999999999,Ürümqi,China,44.20N,87.20E
1850-06-01,20.573,1.661,Ürümqi,China,44.20N,87.20E
1850-07-01,23.543000000000003,1.238,Ürümqi,China,44.20N,87.20E
1850-08-01,22.455,1.5630000000000002,Ürümqi,China,44.20N,87.20E
1850-09-01,15.753,1.3980000000000001,Ürümqi,China,44.20N,87.20E
1850-10-01,4.945,1.5659999999999998,Ürümqi,China,44.20N,87.20E
1850-11-01,-5.022,1.85,Ürümqi,China,44.20N,87.20E
1850-12-01,-11.335,3.385,Ürümqi,China,44.20N,87.20E
1851-01-01,-16.430999999999997,2.02,Ürümqi,China,44.20N,87.20E
1851-02-01,-12.219000000000001,1.885,Ürümqi,China,44.20N,87.20E
1851-03-01,-3.7060000000000004,2.062,Ürümqi,China,44.20N,87.20E
1851-04-01,5.6979999999999995,3.71,Ürümqi,China,44.20N,87.20E
1851-05-01,15.68,3.217,Ürümqi,China,44.20N,87.20E
1851-06-01,20.945,2.171,Ürümqi,China,44.20N,87.20E
1851-07-01,24.151,1.311,Ürümqi,China,44.20N,87.20E
1851-08-01,22.587,1.4280000000000002,Ürümqi,China,44.20N,87.20E
1851-09-01,14.613,2.215,Ürümqi,China,44.20N,87.20E
1851-10-01,6.812,1.6840000000000002,Ürümqi,China,44.20N,87.20E
1851-11-01,-6.645,3.242,Ürümqi,China,44.20N,87.20E
1851-12-01,-10.97,2.052,Ürümqi,China,44.20N,87.20E
1852-01-01,-16.255,2.49,Ürümqi,China,44.20N,87.20E
1852-02-01,-14.701999999999998,2.86,Ürümqi,China,44.20N,87.20E
1852-03-01,-4.016,2.1519999999999997,Ürümqi,China,44.20N,87.20E
1852-04-01,8.957,1.944,Ürümqi,China,44.20N,87.20E
1852-05-01,17.054000000000002,1.829,Ürümqi,China,44.20N,87.20E
1852-06-01,20.709,1.389,Ürümqi,China,44.20N,87.20E
1852-07-01,24.36,1.386,Ürümqi,China,44.20N,87.20E
1852-08-01,21.426,1.2690000000000001,Ürümqi,China,44.20N,87.20E
1852-09-01,15.774000000000001,1.3,Ürümqi,China,44.20N,87.20E
1852-10-01,7.332999999999999,1.892,Ürümqi,China,44.20N,87.20E
1852-11-01,-5.9,2.635,Ürümqi,China,44.20N,87.20E
1852-12-01,-10.573,2.408,Ürümqi,China,44.20N,87.20E
1853-01-01,-19.421,3.98,Ürümqi,China,44.20N,87.20E
1853-02-01,-14.843,2.3169999999999997,Ürümqi,China,44.20N,87.20E
1853-03-01,-2.8560000000000003,1.79,Ürümqi,China,44.20N,87.20E
1853-04-01,6.355,2.847,Ürümqi,China,44.20N,87.20E
1853-05-01,15.934000000000001,2.31,Ürümqi,China,44.20N,87.20E
1853-06-01,21.503,1.345,Ürümqi,China,44.20N,87.20E
1853-07-01,24.206999999999997,1.255,Ürümqi,China,44.20N,87.20E
1853-08-01,22.504,1.3259999999999998,Ürümqi,China,44.20N,87.20E
1853-09-01,16.657,1.557,Ürümqi,China,44.20N,87.20E
1853-10-01,5.599,2.031,Ürümqi,China,44.20N,87.20E
1853-11-01,-5.755000000000001,1.865,Ürümqi,China,44.20N,87.20E
1853-12-01,-11.947,1.975,Ürümqi,China,44.20N,87.20E
1854-01-01,-16.868,1.949,Ürümqi,China,44.20N,87.20E
1854-02-01,-12.724,2.3409999999999997,Ürümqi,China,44.20N,87.20E
1854-03-01,-1.3279999999999998,2.129,Ürümqi,China,44.20N,87.20E
1854-04-01,9.974,2.181,Ürümqi,China,44.20N,87.20E
1854-05-01,16.512,1.81,Ürümqi,China,44.20N,87.20E
1854-06-01,19.672,2.399,Ürümqi,China,44.20N,87.20E
1854-07-01,23.949,1.7630000000000001,Ürümqi,China,44.20N,87.20E
1854-08-01,23.193,1.45,Ürümqi,China,44.20N,87.20E
1854-09-01,16.509,1.5,Ürümqi,China,44.20N,87.20E
1854-10-01,7.821000000000001,1.7919999999999998,Ürümqi,China,44.20N,87.20E
1854-11-01,-4.1240000000000006,2.551,Ürümqi,China,44.20N,87.20E
1854-12-01,-12.515999999999998,2.512,Ürümqi,China,44.20N,87.20E
1855-01-01,-17.47,3.685,Ürümqi,China,44.20N,87.20E
1855-02-01,-9.436,2.945,Ürümqi,China,44.20N,87.20E
1855-03-01,-1.7890000000000001,2.117,Ürümqi,China,44.20N,87.20E
1855-04-01,11.019,2.1919999999999997,Ürümqi,China,44.20N,87.20E
1855-05-01,16.817,1.8719999999999999,Ürümqi,China,44.20N,87.20E
1855-06-01,21.709,1.617,Ürümqi,China,44.20N,87.20E
1855-07-01,23.314,1.409,Ürümqi,China,44.20N,87.20E
1855-08-01,22.587,1.314,Ürümqi,China,44.20N,87.20E
1855-09-01,15.848,1.432,Ürümqi,China,44.20N,87.20E
1855-10-01,6.752000000000002,1.6669999999999998,Ürümqi,China,44.20N,87.20E
1855-11-01,-4.088,2.0140000000000002,Ürümqi,China,44.20N,87.20E
1855-12-01,-12.72,2.897,Ürümqi,China,44.20N,87.20E
1856-01-01,-14.856,2.262,Ürümqi,China,44.20N,87.20E
1856-02-01,-14.04,2.331,Ürümqi,China,44.20N,87.20E
1856-03-01,-2.54,2.217,Ürümqi,China,44.20N,87.20E
1856-04-01,9.086,1.911,Ürümqi,China,44.20N,87.20E
1856-05-01,15.758,1.8980000000000001,Ürümqi,China,44.20N,87.20E
1856-06-01,21.068,2.122,Ürümqi,China,44.20N,87.20E
1856-07-01,24.076999999999998,1.412,Ürümqi,China,44.20N,87.20E
1856-08-01,21.636,1.614,Ürümqi,China,44.20N,87.20E
1856-09-01,14.85,1.5859999999999999,Ürümqi,China,44.20N,87.20E
1856-10-01,6.937,1.732,Ürümqi,China,44.20N,87.20E
1856-11-01,-3.3550000000000004,2.096,Ürümqi,China,44.20N,87.20E
1856-12-01,-9.828,3.398,Ürümqi,China,44.20N,87.20E
1857-01-01,-16.095,2.14,Ürümqi,China,44.20N,87.20E
1857-02-01,-13.709000000000001,2.246,Ürümqi,China,44.20N,87.20E
1857-03-01,-3.64,2.114,Ürümqi,China,44.20N,87.20E
1857-04-01,6.7090000000000005,1.922,Ürümqi,China,44.20N,87.20E
1857-05-01,15.109000000000002,2.1109999999999998,Ürümqi,China,44.20N,87.20E
1857-06-01,20.826999999999998,1.456,Ürümqi,China,44.20N,87.20E
1857-07-01,23.461,1.6640000000000001,Ürümqi,China,44.20N,87.20E
1857-08-01,21.853,1.578,Ürümqi,China,44.20N,87.20E
1857-09-01,16.022000000000002,1.4280000000000002,Ürümqi,China,44.20N,87.20E
1857-10-01,6.1880000000000015,1.656,Ürümqi,China,44.20N,87.20E
1857-11-01,-4.801,2.07,Ürümqi,China,44.20N,87.20E
1857-12-01,-9.902,2.734,Ürümqi,China,44.20N,87.20E
1858-01-01,-14.561,2.334,Ürümqi,China,44.20N,87.20E
1858-02-01,-12.136,2.206,Ürümqi,China,44.20N,87.20E
1858-03-01,-2.616,2.1,Ürümqi,China,44.20N,87.20E
1858-04-01,10.758,2.204,Ürümqi,China,44.20N,87.20E
1858-05-01,16.669999999999998,1.87,Ürümqi,China,44.20N,87.20E
1858-06-01,21.374,1.5330000000000001,Ürümqi,China,44.20N,87.20E
1858-07-01,22.759,1.3730000000000002,Ürümqi,China,44.20N,87.20E
1858-08-01,22.508000000000003,1.5290000000000001,Ürümqi,China,44.20N,87.20E
1858-09-01,15.592,1.615,Ürümqi,China,44.20N,87.20E
1858-10-01,7.026,1.756,Ürümqi,China,44.20N,87.20E
1858-11-01,-0.625,2.969,Ürümqi,China,44.20N,87.20E
1858-12-01,-13.575999999999999,2.324,Ürümqi,China,44.20N,87.20E
1859-01-01,-14.154000000000002,2.661,Ürümqi,China,44.20N,87.20E
1859-02-01,-11.904000000000002,2.1109999999999998,Ürümqi,China,44.20N,87.20E
1859-03-01,-0.563,2.342,Ürümqi,China,44.20N,87.20E
1859-04-01,10.901,2.222,Ürümqi,China,44.20N,87.20E
1859-05-01,17.317999999999998,1.594,Ürümqi,China,44.20N,87.20E
1859-06-01,20.669,1.66,Ürümqi,China,44.20N,87.20E
1859-07-01,24.349,1.945,Ürümqi,China,44.20N,87.20E
1859-08-01,22.397,1.45,Ürümqi,China,44.20N,87.20E
1859-09-01,14.786,1.514,Ürümqi,China,44.20N,87.20E
1859-10-01,7.138,1.886,Ürümqi,China,44.20N,87.20E
1859-11-01,-2.359,2.296,Ürümqi,China,44.20N,87.20E
1859-12-01,-11.337,2.969,Ürümqi,China,44.20N,87.20E
